Array Length,Presorted Rate,Duplicate Rate,Max Digits,Fastest Sort
494,0.8174,0.8158,10,Q
284,0.7986,0.7958,10,Q
541,0.7704,0.7671,10,Q
459,0.917,0.915,10,Q
543,0.8173,0.8158,10,Q
393,0.852,0.8499,10,Q
644,0.93,0.9286,10,Q
464,0.9611,0.9591,10,Q
423,0.8152,0.8085,10,Q
560,0.8712,0.8696,10,Q
511,0.9294,0.9276,10,Q
673,0.817,0.8158,10,Q
855,0.952,0.9509,10,Q
687,0.914,0.9127,10,Q
367,0.7869,0.7847,10,Q
734,0.9618,0.9605,10,Q
300,0.786,0.7833,10,Q
191,0.9368,0.9319,9,Q
501,0.966,0.9641,1,R
652,0.8141,0.8129,10,Q
121,0.875,0.8678,10,I
784,0.8301,0.8291,10,Q
362,0.9529,0.9503,1,R
191,0.9105,0.9058,1,I
762,0.9777,0.9764,1,R
117,0.8534,0.8462,1,I
249,0.9315,0.9277,1,I
610,0.9721,0.9705,1,R
950,0.9874,0.9863,10,M
117,0.8534,0.8462,1,I
525,0.9599,0.9581,10,Q
305,0.9441,0.941,1,I
116,0.8522,0.8448,1,I
728,0.9766,0.9753,1,R
409,0.9583,0.956,1,R
776,0.9781,0.9768,1,R
627,0.9728,0.9713,1,R
891,0.9809,0.9798,1,R
481,0.9646,0.9626,1,R
311,0.9452,0.9421,1,I
765,0.9777,0.9765,1,R
941,0.9819,0.9809,1,M
598,0.9715,0.9699,1,R
486,0.9649,0.963,1,Q
244,0.93,0.9262,1,I
437,0.961,0.9588,1,R
760,0.9776,0.9763,1,R
379,0.955,0.9525,1,R
860,0.9802,0.9791,1,R
245,0.9303,0.9265,1,I
867,0.9804,0.9792,1,R
175,0.9023,0.8971,1,I
945,0.982,0.981,1,R
974,0.9825,0.9815,1,R
128,0.8661,0.8594,1,I
983,0.9827,0.9817,1,R
226,0.9244,0.9204,1,I
863,0.9803,0.9791,1,R
214,0.9202,0.9159,1,I
734,0.9768,0.9755,1,R
607,0.9719,0.9703,1,R
374,0.9544,0.9519,1,R
648,0.9737,0.9722,1,R
579,0.9706,0.9689,1,R
572,0.9702,0.9685,1,R
735,0.9768,0.9755,1,R
709,0.976,0.9746,1,R
989,0.9828,0.9818,1,R
472,0.9639,0.9619,1,Q
152,0.8874,0.8816,1,I
986,0.9827,0.9817,1,R
774,0.978,0.9767,1,R
207,0.9175,0.913,1,I
628,0.9729,0.9713,1,R
560,0.9696,0.9679,1,R
151,0.8867,0.8808,1,I
967,0.9824,0.9814,1,R
959,0.9823,0.9812,1,R
923,0.9816,0.9805,1,R
243,0.9298,0.9259,1,I
928,0.9817,0.9806,1,R
352,0.9516,0.9489,1,R
575,0.9704,0.9687,1,R
868,0.9804,0.9793,1,R
190,0.9101,0.9053,1,I
929,0.9817,0.9806,1,R
597,0.9715,0.9698,1,R
501,0.966,0.9641,1,R
328,0.948,0.9451,1,Q
577,0.9705,0.9688,1,R
844,0.9798,0.9787,1,R
308,0.9446,0.9416,1,R
407,0.9581,0.9558,1,I
499,0.9659,0.9639,1,R
833,0.9796,0.9784,1,R
316,0.946,0.943,1,Q
210,0.9187,0.9143,1,I
861,0.9802,0.9791,1,R
133,0.8712,0.8647,1,I
828,0.9794,0.9783,1,R
274,0.9377,0.9343,1,I
806,0.9789,0.9777,1,R
151,0.8867,0.8808,1,I
511,0.9667,0.9648,1,R
377,0.9548,0.9523,1,R
718,0.9763,0.9749,1,R
671,0.9746,0.9732,1,R
420,0.9594,0.9571,1,R
382,0.9554,0.9529,1,R
562,0.9697,0.968,1,R
177,0.9034,0.8983,1,I
362,0.9529,0.9503,1,R
934,0.9818,0.9807,1,R
799,0.9787,0.9775,1,R
494,0.9655,0.9636,1,R
171,0.9,0.8947,1,I
633,0.9731,0.9716,1,R
824,0.9793,0.9782,1,R
199,0.9141,0.9095,1,I
679,0.9749,0.9735,1,R
992,0.9828,0.9819,1,R
883,0.9807,0.9796,1,R
490,0.7771,0.7143,2,R
656,0.7863,0.7607,2,R
473,0.7881,0.7294,2,R
988,0.8359,0.8178,2,R
621,0.7742,0.7504,2,R
194,0.9171,0.9072,1,I
209,0.6635,0.5646,2,I
617,0.8019,0.7536,2,R
132,0.7328,0.5909,2,I
479,0.7364,0.6889,2,R
922,0.8393,0.8059,2,M
845,0.8318,0.787,2,Q
895,0.8233,0.8034,2,R
242,0.6639,0.6116,2,I
523,0.8065,0.7132,2,R
892,0.8137,0.7937,2,R
182,0.663,0.5549,2,I
450,0.7327,0.6933,2,R
599,0.7776,0.7262,2,R
315,0.7166,0.6381,2,I
679,0.7935,0.7585,2,Q
636,0.8079,0.7437,2,R
703,0.792,0.7624,2,R
321,0.7188,0.6729,2,Q
606,0.7636,0.7195,2,Q
583,0.7955,0.7547,2,R
220,0.7215,0.6,2,I
610,0.7849,0.7393,2,R
625,0.7949,0.76,2,Q
102,0.6733,0.4608,2,I
601,0.7867,0.7571,2,R
858,0.8308,0.7914,2,Q
852,0.8273,0.7864,2,R
528,0.759,0.6989,2,R
242,0.6971,0.6116,2,I
258,0.7121,0.6318,2,Q
443,0.7579,0.6862,2,Q
616,0.7772,0.7354,2,R
800,0.821,0.7825,2,Q
231,0.6478,0.5584,2,I
980,0.8447,0.8143,2,Q
348,0.755,0.6667,2,I
556,0.782,0.7284,2,R
978,0.8465,0.816,2,R
372,0.7385,0.6828,2,R
342,0.7155,0.6228,2,I
905,0.8396,0.8033,2,R
323,0.7236,0.6099,2,I
514,0.7466,0.7043,2,R
527,0.7871,0.7192,2,R
677,0.7885,0.7666,2,R
704,0.8051,0.7798,2,R
405,0.7376,0.6667,2,R
130,0.5814,0.3769,2,I
678,0.7976,0.7758,2,R
305,0.6941,0.5934,2,I
679,0.7979,0.7555,2,R
211,0.6429,0.5592,2,I
693,0.7876,0.7605,2,M
264,0.6768,0.5644,2,I
946,0.8317,0.8066,2,R
830,0.8191,0.7867,2,Q
472,0.7728,0.6928,2,R
774,0.837,0.801,2,R
953,0.8445,0.8143,2,R
440,0.7654,0.6727,2,I
827,0.8039,0.7848,2,R
572,0.7916,0.7378,2,R
300,0.7391,0.6267,2,I
207,0.6942,0.599,2,R
678,0.8124,0.7655,2,Q
198,0.6701,0.5455,2,I
136,0.5556,0.4485,2,I
416,0.7928,0.7188,2,Q
912,0.82,0.8004,2,Q
891,0.8112,0.7969,2,R
296,0.7424,0.6385,2,I
648,0.8037,0.7639,2,Q
751,0.824,0.779,2,Q
314,0.7636,0.6847,2,I
284,0.7244,0.6092,2,I
475,0.7616,0.7368,2,R
612,0.8134,0.7565,2,R
468,0.7623,0.7009,2,Q
356,0.7549,0.7107,2,Q
300,0.699,0.61,2,I
225,0.7232,0.56,2,I
834,0.8235,0.801,2,Q
573,0.771,0.7417,2,R
290,0.654,0.5517,2,Q
859,0.8298,0.7928,2,R
247,0.7154,0.6397,2,I
606,0.805,0.7442,2,R
918,0.8321,0.8105,2,R
565,0.7837,0.7204,2,R
898,0.8194,0.7973,2,Q
334,0.6186,0.4222,3,I
477,0.6113,0.4822,3,R
894,0.8354,0.8087,2,R
997,0.8404,0.8144,2,Q
885,0.8258,0.7966,2,R
770,0.8179,0.787,2,R
232,0.6667,0.556,2,I
427,0.5892,0.4192,3,Q
407,0.6429,0.4128,3,I
208,0.6184,0.4471,3,I
544,0.6354,0.4522,3,R
269,0.556,0.3829,3,I
644,0.6454,0.5357,3,Q
187,0.5161,0.2941,3,I
335,0.5329,0.4209,3,I
379,0.6323,0.4644,3,Q
756,0.7046,0.5423,3,Q
234,0.5708,0.3333,3,I
714,0.6367,0.5658,3,R
633,0.6013,0.4471,3,Q
595,0.601,0.5126,3,R
688,0.6739,0.5015,3,M
966,0.6684,0.5476,3,Q
339,0.6716,0.4956,3,I
237,0.6059,0.4937,3,I
583,0.5979,0.4734,3,Q
989,0.6812,0.5592,3,R
125,0.4839,0.384,3,I
327,0.6104,0.4037,3,I
648,0.5966,0.5093,3,R
193,0.6042,0.4301,3,I
411,0.6732,0.4988,3,Q
499,0.7088,0.5391,3,I
715,0.6947,0.5133,3,Q
142,0.5603,0.4577,3,I
433,0.6782,0.4873,3,I
272,0.5904,0.4706,3,I
539,0.6078,0.4917,3,R
740,0.659,0.5473,3,Q
331,0.6667,0.4894,3,I
631,0.646,0.4913,3,R
213,0.5943,0.4695,3,I
418,0.6835,0.4833,3,R
649,0.6497,0.4715,3,Q
262,0.5594,0.4198,3,I
917,0.6725,0.6063,3,Q
191,0.5789,0.445,3,I
438,0.6201,0.4566,3,Q
599,0.6957,0.5392,3,R
362,0.5623,0.395,3,Q
313,0.5705,0.4537,3,I
865,0.6921,0.5295,3,M
487,0.5267,0.4025,3,R
483,0.6183,0.5155,3,Q
838,0.6057,0.5167,3,Q
733,0.6967,0.5757,3,R
829,0.7126,0.5561,3,Q
590,0.5705,0.4475,3,R
170,0.5385,0.4059,3,I
456,0.6527,0.4825,3,I
190,0.545,0.4211,3,I
616,0.6228,0.5503,3,M
481,0.5521,0.422,3,R
724,0.6141,0.5,3,Q
600,0.6093,0.4483,3,M
722,0.6893,0.5582,3,R
848,0.7001,0.5142,3,R
948,0.7254,0.597,3,Q
285,0.6056,0.4667,3,I
124,0.6423,0.4435,3,I
918,0.7415,0.5969,3,R
137,0.6471,0.4307,3,I
913,0.7018,0.563,3,Q
235,0.6026,0.3234,3,I
304,0.6238,0.398,3,I
719,0.6295,0.5299,3,Q
242,0.5768,0.4711,3,Q
672,0.6304,0.5104,3,Q
890,0.6918,0.5438,3,M
156,0.5161,0.3269,3,I
481,0.5438,0.3971,3,Q
896,0.7251,0.5949,3,Q
331,0.6545,0.4441,3,I
596,0.6588,0.5738,3,Q
543,0.6439,0.418,3,Q
798,0.66,0.4962,3,R
212,0.5829,0.3726,3,I
141,0.6071,0.3901,3,I
376,0.5733,0.4707,3,Q
695,0.7003,0.5597,3,R
721,0.7014,0.5132,3,R
119,0.5508,0.3025,3,I
188,0.5615,0.3085,3,Q
411,0.5683,0.4866,3,R
665,0.6265,0.4571,3,R
519,0.6544,0.4701,3,Q
539,0.5948,0.4917,3,Q
774,0.6391,0.5724,3,R
484,0.6066,0.4421,3,Q
620,0.5525,0.4403,3,M
120,0.5294,0.175,4,I
663,0.6601,0.4615,4,Q
729,0.6854,0.5391,3,Q
651,0.6723,0.533,3,Q
733,0.6749,0.5416,3,Q
488,0.5667,0.4365,3,R
350,0.5874,0.4314,3,I
279,0.5432,0.3584,4,I
900,0.5773,0.4111,4,Q
911,0.511,0.3754,4,Q
371,0.4973,0.3881,4,Q
655,0.5566,0.342,4,Q
876,0.6366,0.4498,4,Q
498,0.4769,0.3414,4,Q
101,0.54,0.2079,4,I
748,0.5234,0.3155,4,M
428,0.5269,0.2921,4,Q
381,0.5079,0.2677,4,Q
780,0.5751,0.4167,4,Q
570,0.5395,0.3842,4,Q
325,0.537,0.3969,4,Q
877,0.6438,0.4379,4,M
298,0.5589,0.2953,4,I
196,0.5487,0.2398,4,I
646,0.5364,0.3746,4,Q
919,0.5828,0.3613,4,M
513,0.5488,0.3177,4,Q
995,0.5765,0.4693,4,Q
112,0.4865,0.2946,4,I
403,0.5796,0.4169,4,Q
815,0.5713,0.4675,4,Q
371,0.6541,0.4367,4,I
296,0.5898,0.3581,4,I
888,0.5603,0.411,4,Q
850,0.5713,0.3788,4,Q
634,0.564,0.4369,4,Q
514,0.5302,0.4183,4,Q
735,0.5804,0.3565,4,Q
751,0.592,0.4301,4,Q
449,0.5513,0.3029,4,Q
857,0.6192,0.3757,4,M
367,0.4973,0.3597,4,Q
895,0.6141,0.4626,4,Q
724,0.6777,0.4586,4,Q
435,0.5853,0.4391,4,Q
959,0.6013,0.4557,4,Q
688,0.6259,0.4826,4,Q
790,0.6362,0.4544,4,Q
325,0.5494,0.2985,4,Q
339,0.5237,0.3186,4,I
187,0.5376,0.262,4,I
986,0.6071,0.3976,4,Q
294,0.4915,0.2959,4,I
103,0.5392,0.2913,4,I
475,0.597,0.3937,4,Q
690,0.6226,0.3159,4,M
219,0.4174,0.2009,4,I
103,0.451,0.3204,4,I
541,0.5704,0.3549,4,Q
358,0.5602,0.324,4,Q
666,0.5489,0.4354,4,Q
487,0.6214,0.4189,4,Q
458,0.593,0.4061,4,I
339,0.5207,0.2832,4,Q
495,0.4899,0.3394,4,Q
208,0.4734,0.351,4,I
478,0.5786,0.4184,4,Q
677,0.534,0.3412,4,Q
848,0.5679,0.4776,4,Q
786,0.6102,0.4809,4,Q
599,0.6204,0.3306,4,Q
572,0.4834,0.285,4,Q
499,0.5261,0.3968,4,Q
492,0.4705,0.3557,4,Q
384,0.5718,0.4375,4,Q
108,0.4206,0.2593,4,I
929,0.6606,0.4198,4,Q
181,0.5,0.3094,4,I
608,0.5947,0.3783,4,Q
199,0.5101,0.3618,4,I
133,0.553,0.2105,4,I
701,0.54,0.3766,4,Q
509,0.4961,0.3949,4,Q
611,0.6311,0.4484,4,Q
891,0.5067,0.3749,4,M
335,0.488,0.2627,4,Q
117,0.4828,0.188,4,I
113,0.3571,0.1681,4,I
518,0.5203,0.2973,4,Q
363,0.5552,0.3994,4,I
599,0.5368,0.3306,4,Q
133,0.3864,0.1955,4,I
192,0.4031,0.1979,4,I
484,0.6501,0.4132,4,R
741,0.6338,0.4386,4,Q
620,0.5897,0.4274,4,Q
405,0.6213,0.4395,4,Q
602,0.584,0.4203,4,Q
603,0.5498,0.408,4,M
564,0.5933,0.4309,4,Q
190,0.5026,0.3211,4,I
491,0.5184,0.3686,4,M
174,0.4855,0.2241,4,I
371,0.4,0.221,5,Q
681,0.6191,0.3833,4,Q
358,0.3894,0.1927,5,Q
551,0.5873,0.3194,5,M
616,0.6228,0.3523,5,M
877,0.5365,0.3101,5,Q
389,0.4665,0.2674,5,Q
666,0.5609,0.3679,5,Q
694,0.4502,0.2522,5,Q
212,0.4787,0.2453,4,I
480,0.5136,0.3542,5,Q
965,0.5571,0.3648,5,Q
567,0.576,0.3175,5,Q
694,0.5152,0.3963,5,Q
443,0.5226,0.3657,5,Q
500,0.499,0.238,5,M
995,0.5865,0.3729,5,Q
102,0.3366,0.1275,5,I
382,0.3465,0.1675,5,M
308,0.443,0.2792,5,Q
771,0.5753,0.3969,5,M
662,0.59,0.2704,5,M
547,0.5696,0.3949,5,Q
351,0.5571,0.2422,5,I
554,0.4629,0.2635,5,Q
699,0.5258,0.3677,5,Q
972,0.5386,0.3755,5,Q
475,0.5781,0.2589,5,Q
404,0.5161,0.3639,5,I
993,0.6129,0.3877,5,Q
145,0.5208,0.1241,5,I
844,0.573,0.41,5,M
766,0.5725,0.393,5,Q
932,0.6165,0.3122,5,Q
107,0.434,0.215,5,I
972,0.5407,0.4228,5,Q
291,0.5448,0.378,5,Q
489,0.5984,0.3783,5,Q
643,0.4455,0.2908,5,Q
652,0.5899,0.3037,5,Q
199,0.4192,0.2161,5,I
447,0.5673,0.349,5,I
102,0.4752,0.1667,5,I
811,0.5444,0.291,5,Q
619,0.5129,0.3667,5,H
217,0.5556,0.2627,5,I
197,0.4847,0.198,5,I
189,0.4734,0.1693,5,I
583,0.4502,0.2864,5,Q
316,0.5714,0.3829,5,I
593,0.4527,0.2766,5,Q
484,0.5983,0.25,5,Q
670,0.568,0.3642,5,Q
359,0.4385,0.2674,5,Q
441,0.6068,0.3764,5,Q
356,0.4986,0.3961,5,Q
781,0.5692,0.2318,5,Q
923,0.5922,0.416,5,Q
601,0.5317,0.3062,5,Q
817,0.4865,0.3121,5,Q
331,0.5394,0.3444,5,Q
928,0.4326,0.2468,5,M
911,0.489,0.337,5,Q
275,0.5292,0.3055,5,I
485,0.562,0.3938,5,Q
996,0.592,0.3343,5,Q
329,0.4939,0.2644,5,M
749,0.623,0.3872,5,Q
335,0.4521,0.2328,5,I
713,0.5744,0.3983,5,Q
277,0.5471,0.3069,5,I
674,0.5973,0.3947,5,Q
259,0.376,0.2124,5,I
584,0.518,0.399,5,Q
765,0.5641,0.3804,5,M
709,0.6017,0.385,5,Q
925,0.566,0.32,5,Q
230,0.5109,0.1348,5,I
592,0.5482,0.375,5,Q
191,0.5842,0.356,5,I
303,0.3841,0.1848,5,Q
915,0.6018,0.3268,5,M
847,0.6241,0.3896,5,Q
222,0.5701,0.1937,5,I
195,0.5052,0.2205,5,I
870,0.618,0.4057,5,Q
136,0.5333,0.1618,5,I
412,0.4234,0.2694,5,Q
343,0.4561,0.3236,5,Q
657,0.5823,0.239,5,M
702,0.5934,0.3305,5,M
486,0.4144,0.1934,5,Q
298,0.5455,0.1913,5,I
706,0.5064,0.3584,5,M
807,0.6179,0.3767,5,Q
256,0.3451,0.1523,5,Q
335,0.4731,0.2776,5,I
611,0.4984,0.3421,5,Q
979,0.6033,0.285,5,Q
154,0.3856,0.2078,6,I
539,0.5911,0.3432,6,Q
785,0.5179,0.2344,6,M
173,0.4186,0.1272,6,I
461,0.55,0.2516,5,Q
828,0.5272,0.2971,5,Q
839,0.5251,0.3754,5,M
945,0.5138,0.3884,6,Q
599,0.5903,0.2888,6,Q
155,0.513,0.1871,6,I
457,0.5066,0.2516,6,Q
194,0.4301,0.2732,6,I
551,0.48,0.3485,6,Q
762,0.5348,0.3255,6,Q
621,0.429,0.2544,6,Q
163,0.5494,0.2761,6,I
460,0.4858,0.2565,6,Q
389,0.433,0.2596,6,Q
235,0.5299,0.1745,6,I
697,0.4943,0.2095,6,M
865,0.4514,0.2104,6,Q
467,0.5558,0.1799,6,I
956,0.511,0.3808,6,Q
140,0.3237,0.1143,6,I
870,0.4891,0.2632,6,Q
784,0.5517,0.3444,6,Q
591,0.4576,0.2775,6,Q
903,0.469,0.3056,6,Q
191,0.4,0.1518,6,I
574,0.5515,0.3449,6,Q
717,0.5489,0.2915,6,Q
755,0.4483,0.2675,6,M
533,0.5902,0.2927,6,Q
804,0.5106,0.24,6,Q
326,0.5662,0.2914,6,I
835,0.5108,0.2946,6,M
675,0.5312,0.2933,6,Q
474,0.4567,0.2426,6,Q
393,0.5663,0.2494,6,I
183,0.544,0.2732,6,I
348,0.5476,0.1609,6,I
344,0.4752,0.2645,6,Q
403,0.5174,0.2457,6,Q
978,0.5691,0.3078,6,Q
125,0.4677,0.08,6,I
667,0.5556,0.1904,6,M
425,0.4175,0.2,6,Q
329,0.5244,0.1277,6,I
692,0.5369,0.276,6,H
547,0.544,0.3181,6,Q
700,0.5594,0.3743,6,Q
328,0.4618,0.186,6,I
242,0.5809,0.3058,6,I
461,0.5717,0.2798,6,Q
871,0.5575,0.2526,6,M
860,0.5378,0.2593,6,Q
993,0.5625,0.3233,6,Q
368,0.3951,0.1929,6,Q
530,0.569,0.3057,6,Q
232,0.4805,0.1552,6,I
898,0.505,0.2617,6,M
682,0.5932,0.3578,6,Q
689,0.4724,0.2235,6,Q
770,0.4083,0.1831,6,Q
865,0.4699,0.2925,6,Q
405,0.495,0.1926,6,Q
519,0.4363,0.1888,6,Q
117,0.3362,0.0855,6,I
889,0.5282,0.2126,6,Q
303,0.5497,0.1617,6,I
273,0.4779,0.3077,6,Q
293,0.5719,0.3242,6,I
551,0.4909,0.3176,6,Q
523,0.4425,0.3212,6,Q
462,0.4187,0.184,6,Q
925,0.5141,0.253,6,M
320,0.5674,0.2281,6,I
798,0.5521,0.3784,6,Q
514,0.5692,0.2646,6,Q
199,0.4596,0.1558,6,I
322,0.5888,0.3012,6,I
897,0.4866,0.2865,6,Q
212,0.4739,0.2783,6,I
124,0.4472,0.1613,6,I
640,0.5415,0.3344,6,Q
708,0.5502,0.3249,6,Q
901,0.6111,0.3518,6,Q
905,0.4159,0.2309,6,Q
630,0.5533,0.2286,6,Q
559,0.5072,0.2719,6,M
728,0.5475,0.2321,6,Q
168,0.3353,0.1071,6,I
551,0.5,0.2722,6,Q
218,0.5069,0.2615,6,I
385,0.526,0.226,6,Q
384,0.5405,0.3646,6,Q
619,0.5647,0.3279,6,Q
350,0.4699,0.2914,6,I
882,0.5834,0.3401,7,Q
805,0.5871,0.3205,6,Q
128,0.3858,0.1406,6,I
585,0.5394,0.2462,6,Q
198,0.5228,0.1414,6,I
652,0.5223,0.3773,6,M
810,0.4771,0.2667,7,Q
620,0.5137,0.1806,7,M
419,0.3947,0.1885,7,Q
821,0.461,0.2107,7,Q
701,0.4829,0.2268,7,M
554,0.5714,0.2726,7,Q
782,0.4379,0.2315,7,Q
754,0.4409,0.3329,7,M
273,0.4853,0.2381,7,I
101,0.53,0.1584,7,I
603,0.4502,0.2438,7,Q
746,0.4779,0.3137,7,M
935,0.5792,0.2706,7,Q
773,0.4832,0.2639,7,Q
920,0.4635,0.2946,7,Q
710,0.4626,0.3155,7,Q
802,0.4082,0.1995,7,Q
668,0.5112,0.2814,7,M
249,0.4073,0.2651,7,I
570,0.5114,0.2368,7,Q
767,0.4856,0.266,7,Q
911,0.3945,0.2053,7,Q
643,0.4315,0.2053,7,M
793,0.5051,0.3367,7,Q
568,0.5044,0.287,7,Q
886,0.435,0.2032,7,Q
403,0.5448,0.1489,7,I
741,0.4892,0.1808,7,Q
113,0.4643,0.1593,7,I
246,0.5306,0.2764,7,Q
383,0.4136,0.2872,7,Q
236,0.4043,0.2627,7,I
466,0.4968,0.309,7,Q
969,0.5702,0.2828,7,Q
120,0.437,0.0917,7,I
687,0.4708,0.2096,7,Q
187,0.4247,0.2032,7,I
718,0.5258,0.2604,7,Q
931,0.6032,0.3179,7,Q
516,0.4816,0.312,7,Q
439,0.4087,0.139,7,Q
806,0.5615,0.3164,7,Q
987,0.4868,0.2655,7,Q
194,0.5751,0.201,7,I
321,0.4406,0.1558,7,Q
625,0.5721,0.2176,7,Q
119,0.5,0.1933,7,I
310,0.4563,0.3355,7,I
175,0.4023,0.16,7,I
235,0.4359,0.2468,7,I
128,0.5984,0.3125,7,I
419,0.5383,0.1432,7,Q
796,0.5182,0.1734,7,M
856,0.5509,0.3516,7,Q
143,0.4014,0.1888,7,I
738,0.3948,0.2222,7,Q
934,0.5348,0.2527,7,Q
702,0.4536,0.2963,7,Q
370,0.4255,0.1216,7,I
969,0.4483,0.1682,7,Q
752,0.4754,0.2407,7,Q
931,0.5516,0.159,7,M
472,0.4777,0.1377,7,Q
315,0.5446,0.2159,7,I
538,0.4395,0.2807,7,Q
581,0.4276,0.2169,7,Q
472,0.3907,0.1631,7,M
585,0.4195,0.2581,7,Q
423,0.5735,0.3286,7,Q
357,0.3399,0.1289,7,Q
538,0.54,0.2565,7,Q
294,0.5358,0.2823,7,I
389,0.4665,0.1285,7,Q
988,0.459,0.2065,7,Q
955,0.4277,0.2545,7,Q
821,0.4805,0.3508,7,Q
787,0.4656,0.3253,7,Q
805,0.5609,0.2571,7,Q
569,0.5792,0.2513,7,M
237,0.4153,0.2405,7,I
272,0.5572,0.1654,7,I
741,0.4554,0.2321,7,M
848,0.5431,0.191,7,Q
412,0.562,0.284,7,I
768,0.4694,0.2565,7,Q
714,0.3983,0.2241,7,Q
157,0.3846,0.1465,7,I
860,0.4715,0.2267,7,M
835,0.506,0.2383,7,Q
946,0.419,0.2548,7,Q
169,0.4226,0.1302,7,I
516,0.5845,0.2733,7,M
809,0.5334,0.3486,7,M
977,0.4887,0.261,7,Q
438,0.4233,0.1553,7,M
476,0.4758,0.3172,7,Q
874,0.5796,0.3581,7,Q
251,0.34,0.1195,8,I
543,0.5203,0.267,8,Q
196,0.3949,0.0867,8,I
486,0.5361,0.1481,8,Q
445,0.4392,0.2584,8,Q
901,0.5378,0.2997,7,Q
837,0.4677,0.2378,7,Q
884,0.4156,0.2229,8,Q
885,0.5577,0.3277,8,Q
550,0.4153,0.2,8,Q
893,0.5998,0.29,8,M
279,0.5288,0.233,8,I
788,0.4625,0.3135,8,M
803,0.4289,0.2852,8,Q
239,0.3739,0.1464,8,I
381,0.3763,0.2073,8,Q
871,0.4793,0.271,8,Q
891,0.4539,0.2334,8,M
938,0.5827,0.2559,8,M
937,0.6004,0.3501,8,Q
816,0.5227,0.3297,8,Q
289,0.5139,0.2284,8,I
236,0.5277,0.178,8,I
689,0.4055,0.1713,8,Q
182,0.3591,0.0989,8,I
485,0.5868,0.3031,8,Q
645,0.4363,0.1566,8,Q
714,0.4586,0.1919,8,Q
356,0.4169,0.118,8,Q
694,0.3954,0.1772,8,M
639,0.5188,0.2191,8,Q
757,0.4352,0.2404,8,Q
231,0.3435,0.1255,8,I
451,0.5311,0.1397,8,Q
175,0.5862,0.2686,8,I
724,0.4523,0.3094,8,Q
268,0.427,0.1493,8,I
151,0.46,0.1854,8,I
706,0.5617,0.1459,8,M
747,0.5536,0.1928,8,Q
158,0.3185,0.0696,8,I
174,0.4046,0.1667,8,I
513,0.416,0.1306,8,M
409,0.4314,0.2347,8,Q
521,0.4673,0.1593,8,M
372,0.5094,0.2392,8,I
513,0.4941,0.3099,8,Q
267,0.3609,0.0899,8,I
222,0.5882,0.2883,8,I
578,0.5286,0.2215,8,Q
872,0.5212,0.195,8,Q
298,0.5253,0.1409,8,I
571,0.3842,0.1243,8,M
160,0.4843,0.0938,8,I
723,0.3961,0.2116,8,Q
677,0.4808,0.2009,8,Q
271,0.4259,0.2472,8,I
241,0.4042,0.1992,8,I
547,0.5897,0.3309,8,Q
566,0.5823,0.3074,8,Q
581,0.6,0.3322,8,Q
836,0.4383,0.2297,8,Q
281,0.5321,0.1922,8,I
206,0.5415,0.2087,8,I
268,0.3633,0.1381,8,I
396,0.4177,0.1187,8,I
170,0.4024,0.0765,8,I
299,0.5336,0.1438,8,I
883,0.4615,0.154,8,Q
118,0.3333,0.1441,8,I
454,0.4084,0.2181,8,Q
441,0.5205,0.2132,8,Q
337,0.375,0.1691,8,Q
666,0.4436,0.2192,8,Q
497,0.4173,0.2032,8,Q
630,0.4483,0.1794,8,Q
645,0.4596,0.2279,8,M
667,0.4595,0.2549,8,Q
356,0.4761,0.2612,8,I
926,0.4346,0.2678,8,Q
537,0.5709,0.3054,8,M
447,0.4439,0.226,8,Q
916,0.4645,0.1823,8,Q
559,0.5394,0.1789,8,Q
383,0.4267,0.1305,8,Q
988,0.386,0.2075,8,Q
409,0.5466,0.2372,8,Q
225,0.433,0.2178,8,I
482,0.3721,0.1784,8,M
997,0.498,0.349,8,Q
733,0.5478,0.2333,8,Q
429,0.4439,0.2984,8,Q
407,0.4975,0.1744,8,Q
646,0.5132,0.1796,8,M
103,0.5588,0.2524,8,I
514,0.384,0.1634,8,Q
259,0.4031,0.2008,9,I
829,0.4601,0.2087,8,M
728,0.4044,0.1593,8,M
802,0.5605,0.2893,8,Q
152,0.404,0.1842,8,I
244,0.4527,0.291,8,I
489,0.5492,0.3047,8,Q
667,0.5255,0.2099,9,M
879,0.4977,0.3072,9,Q
792,0.4437,0.2917,9,Q
634,0.5561,0.2003,9,M
491,0.4367,0.2627,9,Q
470,0.339,0.0872,9,M
428,0.5293,0.3037,9,Q
710,0.4852,0.1296,9,Q
972,0.4542,0.215,9,M
982,0.5341,0.1487,9,Q
523,0.3793,0.1166,9,Q
307,0.3562,0.1857,9,Q
449,0.4799,0.1158,9,M
352,0.3533,0.125,9,Q
585,0.5736,0.294,9,M
747,0.5295,0.2624,9,Q
970,0.5738,0.3206,9,Q
532,0.5104,0.1128,9,Q
485,0.3099,0.0742,9,Q
302,0.4286,0.2285,9,I
166,0.503,0.1928,9,I
160,0.5409,0.2,9,I
611,0.4885,0.1866,9,M
508,0.4024,0.2028,9,Q
185,0.4022,0.1838,9,I
386,0.4519,0.1321,9,I
541,0.5241,0.2052,9,Q
504,0.4891,0.1349,9,Q
728,0.5475,0.2404,9,M
524,0.3939,0.2328,9,Q
688,0.4847,0.1599,9,Q
610,0.4975,0.1148,9,M
852,0.396,0.2324,9,Q
585,0.5,0.1538,9,Q
428,0.3724,0.0794,9,M
897,0.4576,0.3133,9,Q
