Array Length,Presorted Rate,Duplicate Rate,Max Digits,Fastest Sort
35900,0.9945,0.9945,2,R
31040,0.9937,0.9936,2,R
38118,0.9948,0.9948,2,R
33105,0.9944,0.994,2,R
34960,0.9944,0.9943,2,R
30472,0.9935,0.9935,2,R
39028,0.995,0.9949,2,R
36807,0.9946,0.9946,2,R
33177,0.9941,0.994,2,R
34897,0.9944,0.9943,2,R
38982,0.9967,0.9949,2,R
34767,0.9943,0.9943,2,R
30272,0.9935,0.9935,2,R
33057,0.994,0.994,2,R
34904,0.9944,0.9943,2,R
33560,0.9941,0.9941,2,R
32368,0.994,0.9939,2,R
32064,0.9939,0.9938,2,R
32605,0.9951,0.9939,2,R
34140,0.9942,0.9942,2,R
31426,0.9939,0.9937,2,R
33363,0.9941,0.9941,2,M
36868,0.9947,0.9946,2,R
35180,0.9944,0.9944,2,R
38543,0.9949,0.9949,2,R
37797,0.9948,0.9948,2,R
39870,0.9951,0.995,2,R
35581,0.9954,0.9944,2,R
39389,0.9963,0.995,2,R
34231,0.9942,0.9942,2,R
35876,0.9945,0.9945,2,R
38023,0.9948,0.9948,2,R
30808,0.9936,0.9936,2,R
39659,0.995,0.995,2,R
38956,0.9949,0.9949,2,R
33831,0.9942,0.9941,2,R
34244,0.9949,0.9942,2,R
39786,0.995,0.995,2,R
34592,0.9943,0.9943,2,R
36445,0.9938,0.9452,3,R
34931,0.9944,0.9943,2,R
35319,0.9944,0.9944,2,M
33665,0.9752,0.9412,3,M
36970,0.9947,0.9946,2,R
32152,0.9939,0.9938,2,R
34371,0.9878,0.942,3,R
36016,0.9945,0.9945,2,R
32018,0.9725,0.9378,3,R
37961,0.965,0.9475,3,R
32101,0.9825,0.9384,3,R
36120,0.9688,0.945,3,R
35293,0.9578,0.9435,3,R
34454,0.9723,0.9422,3,R
33451,0.9683,0.9408,3,R
36918,0.9674,0.9462,3,R
34339,0.9699,0.9421,3,R
35651,0.9824,0.944,3,R
38031,0.968,0.9476,3,R
35190,0.9584,0.9433,3,R
31499,0.9566,0.9369,3,R
38980,0.9775,0.9488,3,R
34551,0.9675,0.9423,3,R
31233,0.9963,0.9362,3,I
33924,0.9584,0.9418,3,R
35089,0.9736,0.9433,3,R
31844,0.9524,0.9376,3,R
32515,0.9732,0.9388,3,R
36486,0.9724,0.9453,3,R
32222,0.9664,0.9384,3,R
39626,0.9605,0.9497,3,R
34389,0.966,0.942,3,M
39009,0.9636,0.9488,3,R
39372,0.9575,0.9493,3,R
35699,0.9755,0.9443,3,M
30769,0.9667,0.9354,3,R
31029,0.9734,0.9361,3,R
38607,0.9778,0.9483,3,R
33023,0.9604,0.9399,3,R
33387,0.9832,0.9403,3,R
38376,0.9641,0.948,3,R
38508,0.9602,0.9481,3,R
39325,0.9596,0.9493,3,R
31232,0.9863,0.9368,3,R
30903,0.9819,0.9364,3,R
32170,0.9533,0.9383,3,R
35311,0.9545,0.9438,3,R
33609,0.9658,0.9408,3,R
30704,0.9523,0.9354,3,R
37733,0.957,0.9472,3,R
33909,0.9553,0.9413,3,R
36000,0.9703,0.9446,3,R
30698,0.9615,0.935,3,R
36608,0.965,0.9456,3,R
34861,0.9582,0.9429,3,R
32727,0.9557,0.9391,3,R
31313,0.9718,0.9366,3,R
34466,0.9742,0.9421,3,R
30123,0.9513,0.9339,3,R
39727,0.9732,0.9498,3,R
32669,0.9728,0.9391,3,R
33309,0.9583,0.9405,3,M
33985,0.9822,0.9413,3,R
30482,0.9613,0.9348,3,M
36983,0.9893,0.946,3,R
34582,0.9578,0.9424,3,R
36141,0.9577,0.9449,3,R
39651,0.9699,0.9497,3,R
32644,0.9738,0.939,3,R
39305,0.9653,0.9494,3,R
30121,0.9545,0.9344,3,R
31937,0.9889,0.9376,3,R
33617,0.9622,0.941,3,R
33342,0.9794,0.9406,3,R
35779,0.9905,0.9446,3,R
33800,0.9726,0.9412,3,R
33996,0.9565,0.9414,3,R
38150,0.9821,0.9478,3,R
34489,0.9547,0.9422,3,R
39426,0.9666,0.9494,3,R
36337,0.9665,0.9451,3,R
32586,0.9808,0.9389,3,R
33326,0.9664,0.9404,3,R
34623,0.973,0.9425,3,R
33092,0.9731,0.9399,3,R
36773,0.9837,0.9459,3,R
38981,0.9619,0.9489,3,R
35172,0.9742,0.9434,3,R
39096,0.9837,0.9489,3,R
34146,0.9622,0.9415,3,R
39538,0.9597,0.9495,3,R
30415,0.9632,0.9347,3,R
32058,0.9508,0.9378,3,R
33622,0.9552,0.9406,3,R
38909,0.9669,0.9488,3,R
39317,0.9849,0.9493,3,R
31876,0.9654,0.9379,3,R
31783,0.9526,0.9374,3,R
35708,0.989,0.9443,3,R
33810,0.9974,0.9412,3,I
39495,0.9659,0.9494,3,R
35421,0.9576,0.9436,3,R
31045,0.9579,0.936,3,R
39080,0.9593,0.949,3,R
33694,0.9588,0.7781,4,R
34803,0.9146,0.7736,4,R
36868,0.9552,0.9459,3,R
37654,0.9268,0.7839,4,R
38259,0.9136,0.7812,4,R
38710,0.9365,0.7795,4,R
33817,0.9477,0.7644,4,M
36136,0.9737,0.774,4,R
38742,0.9183,0.7758,4,R
33431,0.9012,0.7599,4,R
39521,0.9696,0.7646,4,R
32432,0.9147,0.7597,4,M
39215,0.9124,0.7935,4,R
37762,0.9149,0.7677,4,R
30741,0.9691,0.7394,4,R
30357,0.9008,0.7631,4,M
34106,0.9731,0.7482,4,R
30753,0.9914,0.772,4,R
38967,0.9142,0.7902,4,M
35183,0.9062,0.785,4,R
34574,0.9496,0.7757,4,M
36503,0.9526,0.7714,4,M
33242,0.9285,0.7697,4,R
30445,0.8994,0.753,4,R
38253,0.9747,0.7575,4,R
33661,0.9823,0.7465,4,R
30129,0.9738,0.7359,4,R
36056,0.915,0.7728,4,R
38358,0.9598,0.7812,4,R
30145,0.9628,0.753,4,R
30021,0.9441,0.7582,4,R
38615,0.9508,0.7554,4,R
36501,0.9281,0.7884,4,R
39432,0.9245,0.7955,4,R
34515,0.9529,0.7811,4,R
31272,0.9083,0.7572,4,M
31973,0.9693,0.7597,4,M
34900,0.959,0.7494,4,R
38633,0.943,0.7862,4,M
30591,0.9027,0.7727,4,R
31870,0.9808,0.7637,4,M
38243,0.9434,0.7911,4,M
38865,0.9742,0.7689,4,R
31055,0.9197,0.7472,4,M
33172,0.9309,0.7652,4,R
37256,0.9639,0.7725,4,R
38264,0.9913,0.7816,4,R
38523,0.9663,0.7622,4,R
32288,0.9097,0.7804,4,R
35881,0.9865,0.7518,4,M
37592,0.9758,0.7854,4,R
31883,0.9734,0.7677,4,R
39345,0.9499,0.79,4,R
31433,0.9991,0.7644,4,I
34659,0.9044,0.7623,4,R
31605,0.9492,0.7599,4,R
32046,0.9079,0.7388,4,R
31259,0.9439,0.742,4,R
32919,0.9903,0.7428,4,R
34101,0.9225,0.7762,4,M
33574,0.9303,0.7638,4,R
30091,0.9013,0.7334,4,R
38892,0.9698,0.7684,4,R
35497,0.9303,0.7493,4,R
32895,0.9736,0.7737,4,R
33014,0.9338,0.7775,4,R
32656,0.9731,0.7821,4,R
36537,0.997,0.779,4,I
33868,0.9201,0.7835,4,R
31967,0.914,0.7416,4,R
37104,0.9313,0.788,4,R
32173,0.9506,0.7821,4,R
39927,0.9324,0.7823,4,M
35766,0.9327,0.7622,4,R
35135,0.9164,0.7751,4,M
34974,0.9358,0.7546,4,M
38574,0.9067,0.7859,4,R
33085,0.9149,0.7558,4,R
33586,0.9679,0.7737,4,R
38243,0.9726,0.7635,4,R
38055,0.9682,0.7867,4,M
35652,0.9415,0.7729,4,R
37247,0.9259,0.7498,4,R
35661,0.9147,0.7694,4,R
37235,0.983,0.7802,4,R
37644,0.9093,0.7543,4,R
39270,0.9501,0.7791,4,R
32701,0.924,0.7684,4,R
35702,0.9297,0.7835,4,R
37191,0.9908,0.7745,4,R
39756,0.9229,0.7921,4,R
34006,0.9945,0.7647,4,R
34078,0.9646,0.7472,4,R
32385,0.955,0.7708,4,R
34463,0.9196,0.7485,4,Q
35342,0.9187,0.7483,4,M
30739,0.9077,0.7564,4,M
36529,0.938,0.7714,4,R
34897,0.9322,0.7837,4,R
31072,0.9746,0.5776,5,Q
39874,0.9546,0.781,4,M
38016,0.9806,0.6687,5,R
36358,0.9304,0.6143,5,R
38240,0.9054,0.7575,4,R
34083,0.8747,0.5774,5,M
37819,0.9947,0.6323,5,R
30389,0.9988,0.6019,5,I
35892,0.9365,0.6124,5,R
32488,0.9957,0.651,5,I
34826,0.9722,0.6483,5,M
38817,0.9433,0.6509,5,R
33231,0.884,0.6383,5,M
31056,0.9206,0.5989,5,R
36031,0.9825,0.6641,5,R
33073,0.9115,0.6568,5,M
37158,0.9471,0.6536,5,R
34432,0.8789,0.6356,5,R
36597,0.9471,0.6146,5,M
30034,0.8815,0.6438,5,R
32145,0.8755,0.6594,5,Q
30161,0.8724,0.6101,5,M
33772,0.9074,0.612,5,Q
38277,0.9737,0.6419,5,M
36865,0.876,0.5985,5,R
37671,0.9335,0.6468,5,R
36161,0.9993,0.6439,5,I
33496,0.9189,0.6373,5,M
32773,0.9322,0.5953,5,M
38729,0.8995,0.6584,5,R
30265,0.9437,0.568,5,M
39214,0.9676,0.6198,5,R
38682,0.921,0.6521,5,R
36287,0.8828,0.6218,5,Q
38900,0.9887,0.6507,5,R
36696,0.8795,0.6343,5,R
31862,0.889,0.6565,5,M
31083,0.9212,0.601,5,R
34404,0.9162,0.6459,5,R
33389,0.9584,0.6245,5,M
33755,0.9741,0.622,5,M
36936,0.9298,0.604,5,R
31197,0.9344,0.6294,5,Q
33819,0.9618,0.6633,5,Q
37201,0.8915,0.6216,5,Q
35934,0.8803,0.6261,5,R
38798,0.9033,0.6433,5,R
37654,0.9666,0.6484,5,Q
39044,0.945,0.6763,5,M
31720,0.8747,0.6447,5,Q
31824,0.8668,0.578,5,R
30751,0.893,0.6401,5,Q
35251,0.9519,0.6456,5,R
37265,0.8843,0.6068,5,R
30373,0.8839,0.6028,5,Q
36306,0.9646,0.6021,5,M
30924,0.8906,0.6154,5,R
31356,0.993,0.61,5,I
33495,0.9326,0.6008,5,M
36432,0.9292,0.6628,5,R
33376,0.9914,0.6624,5,Q
38490,0.9999,0.6089,5,I
30025,0.9679,0.6217,5,R
39926,0.9402,0.6707,5,M
33221,0.9335,0.6425,5,M
34862,0.9526,0.6264,5,M
35512,0.9785,0.605,5,M
32383,0.9726,0.6418,5,Q
34893,0.97,0.6535,5,M
39133,0.9334,0.6393,5,R
32583,0.8992,0.597,5,R
38752,0.8701,0.6116,5,R
37146,0.913,0.62,5,M
34595,0.9869,0.6469,5,R
36387,0.9551,0.644,5,R
37313,0.9604,0.6649,5,Q
37871,0.8754,0.6621,5,M
39052,0.8796,0.5982,5,M
34211,0.8929,0.6023,5,R
31033,0.9708,0.6356,5,M
37435,0.8666,0.5876,5,M
35064,0.9739,0.6408,5,M
32799,0.8818,0.6126,5,R
31167,0.8832,0.6361,5,Q
39047,0.9356,0.6346,5,R
38498,0.8988,0.6389,5,R
31654,0.913,0.5979,5,R
39903,0.9629,0.642,5,M
39035,0.9833,0.6208,5,R
31936,0.8793,0.6337,5,R
39166,0.9477,0.5955,5,R
39341,0.939,0.5966,5,R
38553,0.9991,0.6208,5,I
39180,0.9069,0.5911,5,R
33684,0.9218,0.6135,5,R
38851,0.9822,0.6318,5,R
35665,0.8715,0.6365,5,R
37153,0.9499,0.6367,5,M
38136,0.9675,0.5216,6,Q
37647,0.8772,0.6357,5,R
36604,0.9316,0.5965,5,Q
35046,0.8891,0.5873,5,M
39973,0.9655,0.5683,6,Q
39809,0.8704,0.6082,5,M
31263,0.8522,0.5761,6,Q
31346,0.9173,0.5414,6,Q
39294,0.8908,0.5544,6,Q
39363,0.8712,0.5571,6,Q
33830,0.8808,0.5204,6,M
32404,0.9822,0.4971,6,Q
34999,0.9228,0.5743,6,M
35579,0.907,0.5791,6,Q
38017,0.9257,0.5561,6,Q
33131,0.9134,0.5802,6,Q
31182,0.9236,0.5787,6,Q
35887,0.961,0.5216,6,Q
32408,0.8482,0.5649,6,Q
30379,0.9537,0.5351,6,Q
34778,0.947,0.4834,6,Q
30178,0.8837,0.4709,6,Q
34565,0.9443,0.5696,6,M
37350,0.9613,0.4866,6,Q
35534,0.8792,0.4782,6,Q
32153,0.9654,0.4766,6,M
30604,0.9585,0.4658,6,Q
33744,0.9938,0.4892,6,Q
30758,0.8482,0.5446,6,Q
37895,0.8944,0.5535,6,Q
37756,0.9332,0.4923,6,Q
33971,0.8807,0.5811,6,R
37665,0.95,0.5566,6,Q
37722,0.8587,0.5159,6,Q
37328,0.9583,0.4834,6,Q
30012,0.8948,0.5584,6,M
33877,0.8749,0.5614,6,Q
32869,0.9193,0.5415,6,Q
33256,0.9632,0.498,6,Q
35692,0.9801,0.4924,6,M
39014,0.9175,0.549,6,M
32337,0.9527,0.5289,6,Q
32264,0.9595,0.5336,6,Q
31004,0.9695,0.5501,6,Q
34752,0.9661,0.536,6,Q
36340,0.9097,0.5691,6,Q
36649,0.961,0.518,6,Q
34525,0.9069,0.4847,6,Q
39101,0.9663,0.5248,6,Q
33258,0.8478,0.483,6,Q
32936,0.944,0.4717,6,Q
35728,0.9699,0.5504,6,Q
31096,0.9887,0.5643,6,Q
35804,0.8732,0.5326,6,Q
38187,0.955,0.5138,6,Q
30829,0.9885,0.5588,6,M
30336,0.8792,0.5175,6,Q
30032,0.9492,0.4887,6,Q
37728,0.9104,0.4855,6,Q
35926,0.8698,0.497,6,Q
33218,0.9853,0.525,6,Q
33023,0.8493,0.5518,6,Q
32568,0.9272,0.5377,6,M
38623,0.9217,0.5709,6,Q
38499,0.9974,0.5731,6,I
30466,0.952,0.5194,6,Q
31198,0.907,0.5133,6,Q
33972,0.8713,0.5246,6,Q
38928,0.9019,0.5824,6,Q
33822,0.875,0.4729,6,Q
31919,0.8749,0.4696,6,R
35761,0.9648,0.5781,6,Q
39415,0.9503,0.5441,6,Q
35658,0.9446,0.5456,6,Q
36715,0.9167,0.5617,6,M
37808,0.8507,0.4951,6,Q
36891,0.8775,0.4861,6,M
32496,0.9838,0.5672,6,M
35324,0.885,0.492,6,M
32886,0.8624,0.4856,6,Q
30388,0.8881,0.5349,6,Q
38904,0.976,0.4828,6,M
32636,0.9016,0.556,6,Q
38107,0.9805,0.5857,6,Q
35875,0.9789,0.5436,6,Q
33894,0.9552,0.5615,6,M
39547,0.8876,0.5705,6,Q
36269,0.983,0.5353,6,Q
34429,0.9387,0.4917,6,Q
31848,0.9321,0.5763,6,M
36983,0.9257,0.5041,6,Q
36354,0.9547,0.5062,6,Q
30440,0.9256,0.5532,6,Q
38872,0.9714,0.5356,6,R
31611,0.8776,0.5627,6,Q
35953,0.8593,0.5173,6,M
36595,0.9916,0.5606,6,Q
31899,0.8685,0.4744,6,Q
35876,0.9806,0.5644,6,Q
34877,0.8841,0.4914,6,Q
39411,0.9455,0.5573,6,Q
33039,0.8598,0.5069,6,Q
33682,0.9307,0.4733,6,M
32420,0.8611,0.5807,6,Q
39784,0.9414,0.4049,7,M
36667,0.956,0.518,7,Q
32302,0.9164,0.478,7,Q
38991,0.8884,0.4556,7,Q
33411,0.9874,0.4253,7,Q
39640,0.9226,0.5038,7,Q
35887,0.8606,0.5206,7,Q
30181,0.8875,0.4829,7,Q
34519,0.9101,0.45,7,Q
35636,0.9563,0.4152,7,M
31483,0.8743,0.4611,7,M
31491,0.9536,0.4271,7,Q
31055,0.8928,0.4166,7,Q
35997,0.934,0.4858,7,Q
36263,0.9898,0.4775,7,M
38924,0.9676,0.4587,7,Q
37673,0.9916,0.4013,7,Q
32462,0.8565,0.4873,7,Q
35669,0.8396,0.4555,7,Q
31363,0.9143,0.4557,7,Q
30828,0.8589,0.4008,7,Q
36559,0.8929,0.4333,7,Q
35951,0.883,0.5065,7,Q
30221,0.8753,0.4765,7,M
37884,0.9911,0.507,7,Q
36193,0.974,0.4145,7,Q
35354,0.8447,0.3951,7,Q
38398,0.9041,0.4839,7,Q
31104,0.8696,0.4689,7,Q
36980,0.8921,0.4207,7,Q
30112,0.8458,0.4899,7,Q
39533,0.8587,0.4827,7,Q
37281,0.9684,0.5102,7,Q
38856,0.9558,0.4292,7,M
31338,0.9934,0.4311,7,I
37860,0.935,0.4592,7,Q
35587,0.8388,0.5197,7,Q
34484,0.9944,0.5226,7,I
38625,0.9992,0.4552,7,I
39826,0.9863,0.4141,7,Q
30122,0.876,0.3947,7,Q
37592,0.9064,0.5027,7,Q
34980,0.9109,0.5288,7,Q
31233,0.921,0.5199,7,Q
39185,0.8718,0.5385,7,Q
30881,0.9554,0.4363,7,Q
34922,0.9157,0.4401,7,Q
30793,0.9152,0.502,7,Q
36555,0.8675,0.4301,7,M
38060,0.9317,0.5136,7,M
30206,0.9284,0.4593,7,Q
32999,0.9964,0.5067,7,I
37763,0.9679,0.4234,7,Q
39258,0.9685,0.422,7,Q
34986,0.8934,0.4243,7,Q
37663,0.8866,0.5097,7,M
31404,0.9298,0.4441,7,Q
37275,0.8607,0.459,7,Q
35557,0.8742,0.4732,7,Q
36462,0.8979,0.5175,7,Q
38174,0.9852,0.428,7,Q
37442,0.9948,0.5276,7,I
33091,0.9118,0.4997,7,Q
34555,0.8965,0.4635,7,Q
32278,0.9393,0.4757,7,Q
32405,0.8972,0.4642,7,M
31973,0.8492,0.5122,7,Q
35686,0.9589,0.4366,7,Q
31747,0.8421,0.4468,7,Q
39007,0.9134,0.5229,7,Q
35605,0.9358,0.5095,7,Q
31939,0.8409,0.4687,7,M
34059,0.8772,0.4176,7,Q
36583,0.8389,0.4297,7,Q
30168,0.9931,0.4729,7,I
39273,0.8438,0.4469,7,M
39372,0.8623,0.5246,7,Q
30661,0.8697,0.4892,7,Q
34010,0.9128,0.4745,7,Q
37400,0.9217,0.4459,7,Q
30144,0.9075,0.3857,7,Q
39567,0.9199,0.5288,7,Q
37141,0.9309,0.4943,7,Q
33822,0.8766,0.4698,7,Q
37745,0.974,0.5345,7,M
34281,0.8512,0.3903,7,Q
31553,0.9604,0.4364,7,Q
36310,0.9746,0.5042,7,Q
35793,0.9886,0.411,7,Q
37156,0.8394,0.4375,7,Q
31414,0.9696,0.4009,7,Q
33760,0.9588,0.478,7,Q
36120,0.8731,0.4606,7,Q
35737,0.9715,0.5364,7,Q
36472,0.8563,0.4695,7,Q
36755,0.8819,0.4418,7,Q
34847,0.9377,0.4452,7,Q
38086,0.9083,0.4985,7,Q
36900,0.9693,0.5314,7,M
31020,0.9771,0.3853,8,Q
37395,0.8902,0.4645,7,Q
32144,0.9958,0.4147,8,I
36684,0.9759,0.401,8,Q
35133,0.9546,0.4291,8,Q
39061,0.9655,0.413,8,Q
31888,0.9209,0.448,8,Q
33761,0.9276,0.4069,8,Q
31046,0.8323,0.3702,8,Q
34745,0.8425,0.3475,8,Q
35630,0.9236,0.3685,8,M
32067,0.8505,0.3681,8,Q
30310,0.8789,0.4653,8,Q
39579,0.8603,0.3896,8,Q
34039,0.9127,0.375,8,Q
36363,0.9142,0.3619,8,Q
37584,0.9659,0.403,8,Q
39887,0.9078,0.423,8,Q
37802,0.8493,0.4595,8,Q
35094,0.9931,0.3867,8,Q
35677,0.8338,0.4696,8,Q
31769,0.8361,0.4206,8,M
39200,0.9815,0.355,8,Q
38339,0.9619,0.4741,8,Q
37373,0.8755,0.3768,8,Q
31482,0.9545,0.4108,8,Q
38515,0.8381,0.4288,8,Q
30656,0.9504,0.4275,8,Q
34888,0.9554,0.434,8,Q
31298,0.9548,0.411,8,Q
30132,0.8621,0.3401,8,Q
35571,0.8747,0.4862,8,Q
33960,0.8629,0.4045,8,Q
37560,0.9557,0.4303,8,Q
38463,0.836,0.4791,8,Q
36090,0.8495,0.4933,8,Q
30343,0.9149,0.4489,8,Q
39829,0.8302,0.3674,8,Q
39987,0.9535,0.4262,8,Q
39677,0.9102,0.3867,8,Q
39870,0.9273,0.3764,8,Q
35394,0.9764,0.4733,8,Q
32052,0.9037,0.3479,8,Q
34305,0.8357,0.3437,8,Q
33576,0.9939,0.3878,8,Q
30925,0.9599,0.3777,8,Q
32877,0.9594,0.3665,8,M
35940,0.8829,0.416,8,Q
32423,0.9548,0.3938,8,Q
35550,0.9871,0.4459,8,M
36351,0.9235,0.4581,8,Q
35398,0.9669,0.3833,8,Q
39238,0.8297,0.3966,8,Q
30973,0.9602,0.3637,8,Q
32406,0.9379,0.3341,8,Q
38251,0.8505,0.4416,8,Q
39456,0.9706,0.4588,8,Q
39817,0.8334,0.4674,8,Q
34021,0.9872,0.3508,8,M
31259,0.9784,0.3885,8,M
36131,0.8484,0.3474,8,Q
32908,0.9638,0.4451,8,Q
34696,0.9271,0.3525,8,M
35734,0.9654,0.3934,8,M
34990,0.9059,0.47,8,Q
31922,0.8563,0.4362,8,Q
37773,0.9133,0.4036,8,Q
30070,0.9137,0.4115,8,Q
37578,0.9235,0.3503,8,Q
30944,0.8294,0.4449,8,Q
39807,0.8643,0.3636,8,Q
38196,0.8739,0.3434,8,Q
34386,0.8265,0.4345,8,Q
32024,0.8289,0.467,8,Q
31758,0.9212,0.4623,8,Q
32071,0.8292,0.4091,8,Q
32158,0.9151,0.4868,8,Q
36216,0.9705,0.3945,8,Q
36477,0.8186,0.3589,8,Q
36129,0.983,0.4488,8,Q
38380,0.8849,0.3878,8,M
33154,0.8961,0.4386,8,Q
39224,0.8373,0.3914,8,Q
35989,0.9785,0.397,8,Q
36197,0.9667,0.3632,8,Q
37164,0.9253,0.4414,8,Q
36649,0.9788,0.431,8,Q
31905,0.8831,0.394,8,Q
38822,0.9396,0.3807,8,Q
35544,0.8827,0.4354,8,M
34772,0.957,0.4847,8,Q
34428,0.9759,0.4495,8,Q
32846,0.9794,0.4603,8,M
31664,0.9534,0.4416,8,M
31655,0.857,0.3859,8,M
35542,0.8685,0.3927,8,Q
31594,0.877,0.3924,8,Q
33015,0.908,0.3395,8,Q
30201,0.8789,0.4494,9,Q
32488,0.8575,0.4451,8,Q
36247,0.9905,0.3034,9,Q
31406,0.8594,0.4592,8,Q
35943,0.8365,0.452,8,Q
34885,0.9093,0.3841,9,M
30437,0.9444,0.3491,9,M
32220,0.8188,0.3186,9,Q
39522,0.9066,0.322,9,Q
30703,0.8861,0.3382,9,Q
33872,0.8891,0.3138,9,Q
36384,0.9993,0.3154,9,I
32579,0.9974,0.2951,9,I
31205,0.8729,0.4092,9,Q
39569,0.9508,0.3586,9,Q
39534,0.9676,0.4258,9,Q
39864,0.8744,0.3744,9,Q
30923,0.8541,0.3257,9,Q
31830,0.8939,0.4239,9,Q
37506,0.9794,0.414,9,M
35303,0.8872,0.3547,9,Q
39696,0.8502,0.3399,9,M
35478,0.9435,0.3488,9,Q
38560,0.9764,0.3455,9,Q
35583,0.8948,0.3001,9,Q
34921,0.9826,0.4505,9,Q
30724,0.8652,0.4214,9,Q
30464,0.8931,0.395,9,Q
35071,0.8467,0.3379,9,Q
31549,0.8609,0.3655,9,Q
37914,0.8757,0.3934,9,R
38231,0.9527,0.3881,9,Q
32006,0.828,0.4443,9,Q
35957,0.8487,0.3622,9,Q
37360,0.8198,0.3858,9,M
39324,0.9155,0.3062,9,Q
34492,0.8446,0.313,9,Q
32531,0.9822,0.3373,9,Q
33942,0.9065,0.4063,9,Q
39625,0.8936,0.4326,9,Q
30096,0.8808,0.4351,9,Q
39288,0.915,0.3572,9,Q
35019,0.8347,0.4589,9,Q
32856,0.8562,0.4172,9,Q
39064,0.9384,0.3268,9,Q
35661,0.9804,0.336,9,M
39671,0.8395,0.4616,9,Q
36404,0.983,0.4098,9,Q
33663,0.9922,0.4416,9,Q
35697,0.959,0.4079,9,Q
38638,0.8528,0.3248,9,Q
35961,0.8642,0.3808,9,Q
38216,0.8552,0.4012,9,M
35368,0.8264,0.4502,9,Q
34649,0.9711,0.3099,9,M
35538,0.9084,0.3655,9,M
31851,0.8816,0.4541,9,Q
36297,0.9378,0.3194,9,Q
34170,0.9553,0.3648,9,Q
36010,0.9558,0.4277,9,Q
31388,0.8364,0.3296,9,Q
38157,0.9449,0.3697,9,Q
38273,0.9227,0.3366,9,Q
31052,0.9713,0.329,9,M
36883,0.9191,0.3842,9,Q
31023,0.8551,0.4515,9,Q
38928,0.9951,0.4339,9,I
33797,0.8174,0.3151,9,Q
33751,0.8303,0.349,9,Q
36404,0.8675,0.4578,9,Q
34149,0.8764,0.3482,9,Q
34019,0.9093,0.3052,9,Q
36229,0.864,0.4156,9,Q
39311,0.8765,0.3152,9,Q
31272,0.8754,0.4221,9,Q
39241,0.891,0.4364,9,Q
39144,0.8774,0.3105,9,Q
32014,0.9212,0.3231,9,Q
39894,0.9043,0.4114,9,Q
32930,0.8649,0.3401,9,Q
35696,0.8875,0.3291,9,Q
30610,0.8612,0.2984,9,Q
39033,0.8811,0.351,9,Q
39860,0.9675,0.4345,9,Q
39108,0.8543,0.4301,9,M
34344,0.8426,0.361,9,Q
37933,0.8533,0.4514,9,Q
33257,0.898,0.3772,9,Q
38085,0.8912,0.3001,9,Q
32827,0.9291,0.4143,9,Q
33076,0.8223,0.3184,9,M
32652,0.8713,0.4049,9,M
38936,0.8302,0.3517,9,Q
33537,0.9512,0.3889,9,Q
39982,0.8338,0.4488,9,Q
31869,0.827,0.3354,9,Q
33074,0.8433,0.3754,9,Q
31129,0.8685,0.4047,9,Q
31798,0.8534,0.3,9,Q
38639,0.8408,0.4505,9,Q
34078,0.9243,0.3456,10,Q
30962,0.8269,0.3169,9,Q
31866,0.9472,0.3969,10,Q
37483,0.8936,0.3027,9,Q
33699,0.8313,0.3508,9,Q
32138,0.8253,0.3772,10,Q
30692,0.9934,0.3961,10,Q
35749,0.9234,0.3636,10,Q
36965,0.9227,0.3704,10,Q
37426,0.8413,0.4042,10,Q
32146,0.8292,0.3713,10,Q
33631,0.9138,0.4184,10,Q
38228,0.9186,0.3582,10,Q
36676,0.9126,0.4111,10,Q
30320,0.936,0.4298,10,Q
33257,0.929,0.3821,10,Q
37418,0.8903,0.297,10,Q
34339,0.8941,0.3148,10,Q
37170,0.8209,0.3544,10,Q
39556,0.9561,0.3904,10,Q
38076,0.849,0.4048,10,Q
33365,0.8809,0.3268,10,Q
33959,0.8374,0.2755,10,Q
31145,0.8327,0.368,10,Q
37160,0.9585,0.4068,10,Q
35962,0.9856,0.3576,10,Q
33858,0.9023,0.348,10,Q
35310,0.8854,0.3992,10,Q
36686,0.9506,0.3956,10,Q
34588,0.9256,0.3066,10,Q
33191,0.8765,0.3075,10,Q
33061,0.827,0.2852,10,Q
34573,0.9196,0.3619,10,Q
34300,0.8159,0.2771,10,Q
32782,0.8667,0.3844,10,Q
37178,0.9059,0.4138,10,Q
38252,0.8481,0.3641,10,Q
31665,0.8392,0.3461,10,Q
32088,0.976,0.3725,10,Q
37840,0.9998,0.3774,10,I
30085,0.9731,0.4289,10,Q
30966,0.8496,0.2976,10,Q
33728,0.8275,0.313,10,Q
32611,0.9018,0.4174,10,Q
36046,0.8655,0.3445,10,Q
35012,0.8774,0.3647,10,Q
30422,0.8015,0.2572,10,Q
32654,0.8455,0.3357,10,Q
36582,0.8873,0.3138,10,Q
37324,0.845,0.2982,10,M
39829,0.8371,0.4116,10,Q
35927,0.8914,0.4288,10,Q
39280,0.8986,0.3005,10,Q
30333,0.9341,0.3099,10,Q
37217,0.9277,0.294,10,Q
31595,0.8397,0.264,10,Q
34255,0.9794,0.2954,10,Q
35622,0.8131,0.414,10,Q
30115,0.8463,0.4276,10,M
37166,0.9506,0.4195,10,M
34999,0.9996,0.2965,10,I
30868,0.9106,0.2586,10,Q
36663,0.856,0.3942,10,Q
38545,0.9867,0.4164,10,Q
37938,0.9553,0.3604,10,Q
38624,0.8282,0.3784,10,Q
